Student_ID,Age,Study_Hours_per_Week,Online_Courses_Completed,Assignment_Completion_Rate,Exam_Score,Attendance_Rate,Sleep_Hours_per_Night,Parental_Income,Extracurricular_Activities,Commute_Time,Part_Time_Job_Hours,Time_Spent_on_Social_Media,Gender,Preferred_Learning_Style,Participation_in_Discussions,Use_of_Educational_Tech,Peer_Study_Group,Self_Reported_Stress_Level,Parental_Education,Health_Metrics,Final_Grade,Letter_Grade,AtRisk
S15965,24,22.9,8.73,76.45,78.16,87.46,7.3,144937.32,16.81,88.4,12.9,3.73,Female,Reading/Writing,Yes,Yes,False,Medium,Bachelors_Degree,Average,91.85,A-,No
S15966,24,37.0,8.58,78.79,75.8,77.92,6.3,58708.88,9.05,95.1,17.1,3.75,Female,Kinesthetic,Yes,Yes,False,Medium,High_School_Diploma,Average,80.66,B-,Yes
S15967,22,31.6,12.54,82.97,79.09,93.08,6.4,104288.5,16.73,86.9,13.5,3.86,Male,Visual,Yes,Yes,True,Medium,Associate_Degree,Average,89.14,B+,No
S15968,22,34.5,12.08,77.97,79.92,88.49,5.8,146016.68,15.23,129.3,11.8,5.32,Male,Visual,Yes,Yes,True,Medium,Bachelors_Degree,Poor,89.65,B+,No
S15969,24,5.9,4.57,61.86,59.55,72.27,7.8,137409.49,19.64,107.1,17.6,4.36,Male,Auditory,No,Yes,False,High,Bachelors_Degree,Average,82.33,B-,Yes
S15970,20,30.1,14.42,71.36,75.47,80.12,6.7,121506.53,15.76,86.6,13.5,3.99,Male,Visual,No,Yes,True,High,Associate_Degree,Average,86.31,B,No
S15971,20,28.3,14.69,71.74,60.55,71.99,6.3,56282.24,14.35,100.2,16.7,4.8,Male,Visual,No,Yes,False,High,High_School_Diploma,Average,77.27,C+,Yes
S15972,23,32.7,13.64,82.95,71.87,85.08,4.6,101982.51,14.69,87.5,16.7,5.0,Male,Visual,Yes,Yes,True,Medium,Associate_Degree,Poor,88.87,B+,No
S15973,22,32.0,9.38,82.11,84.38,100.11,8.2,98549.08,18.33,71.5,13.1,2.68,Male,Visual,Yes,Yes,True,Medium,Some_College_No_Degree,Excellent,87.72,B+,No
S15974,22,19.7,12.28,75.24,71.78,83.72,6.5,110151.17,17.11,114.4,7.6,3.81,Female,Reading/Writing,Yes,Yes,False,Medium,Associate_Degree,Average,86.35,B,No
S15975,28,26.4,11.1,74.84,88.65,74.7,6.7,134665.86,17.0,133.4,12.1,4.87,Female,Visual,No,Yes,False,Medium,Bachelors_Degree,Average,86.57,B,No
S15976,20,17.0,12.0,64.26,50.62,75.7,6.0,67151.96,11.98,84.8,18.6,4.63,Female,Reading/Writing,No,Yes,False,High,High_School_Diploma,Average,73.19,C,Yes
S15977,20,28.0,11.82,73.4,68.88,85.57,8.0,81913.41,15.6,72.1,13.6,4.34,Male,Visual,No,Yes,True,Medium,Some_College_No_Degree,Average,84.04,B,No
S15978,21,26.4,9.79,68.85,67.86,72.61,5.6,75495.5,14.89,78.9,11.4,5.33,Male,Visual,No,Yes,False,High,Some_College_No_Degree,Poor,83.46,B,No
S15979,21,12.8,8.39,69.91,52.72,70.71,8.7,122661.76,18.45,155.5,7.0,3.59,Male,Auditory,No,Yes,False,High,Associate_Degree,Excellent,77.07,C+,Yes
S15980,18,30.8,9.9,67.84,66.92,76.68,7.5,68490.51,16.6,90.1,3.7,4.71,Male,Visual,No,Yes,False,High,High_School_Diploma,Average,82.12,B-,Yes
S15981,21,29.2,13.48,77.86,75.43,85.14,7.7,123440.58,14.22,107.1,9.1,4.24,Male,Visual,Yes,Yes,True,Medium,Associate_Degree,Average,87.65,B+,No
S15982,21,21.3,3.76,64.84,60.41,78.34,7.6,64219.93,12.76,130.2,14.2,4.33,Female,Reading/Writing,No,Yes,False,Medium,High_School_Diploma,Average,71.27,C-,Yes
S15983,21,26.4,14.18,78.63,76.64,85.92,8.4,87929.59,15.8,73.5,12.3,3.08,Female,Visual,Yes,Yes,True,Medium,Some_College_No_Degree,Excellent,83.43,B,No
S15984,19,44.5,12.71,81.98,85.8,93.13,7.6,109839.2,17.99,83.4,1.8,3.57,Female,Kinesthetic,Yes,Yes,True,Medium,Associate_Degree,Average,96.66,A,No
S15985,22,29.4,10.39,81.36,81.98,96.07,7.7,99171.92,18.47,64.3,-0.0,2.64,Male,Visual,Yes,Yes,True,Low,Some_College_No_Degree,Average,93.68,A,No
S15986,26,19.3,10.72,69.68,78.3,72.25,8.6,169819.79,17.62,141.7,11.1,3.32,Female,Reading/Writing,No,Yes,False,Medium,Masters_Degree,Excellent,85.79,B,No
S15987,22,30.4,16.19,78.01,68.46,79.01,6.4,55577.78,15.07,86.6,11.4,4.54,Male,Visual,Yes,Yes,False,High,High_School_Diploma,Average,83.07,B,No
S15988,21,24.6,13.73,77.64,71.89,89.49,7.4,108393.05,14.55,57.3,13.0,3.29,Female,Reading/Writing,Yes,Yes,False,Medium,Associate_Degree,Average,87.11,B+,No
S15989,18,21.8,7.95,58.2,56.92,76.46,6.3,144958.1,15.49,113.0,18.6,4.63,Male,Reading/Writing,No,Yes,False,High,Bachelors_Degree,Average,82.49,B-,Yes
S15990,18,38.8,20.0,83.91,71.26,84.85,8.2,87608.42,16.49,73.2,2.4,3.1,Male,Kinesthetic,Yes,Yes,True,Medium,Some_College_No_Degree,Excellent,90.39,A-,No
S15991,22,21.9,10.15,80.8,71.21,95.27,7.7,162935.09,17.97,109.4,8.7,4.28,Female,Reading/Writing,Yes,Yes,False,Medium,Masters_Degree,Average,94.77,A,No
S15992,21,15.7,10.07,54.43,69.8,72.05,7.7,115120.4,18.4,98.0,8.6,4.37,Male,Reading/Writing,No,Yes,False,High,Associate_Degree,Average,82.84,B-,Yes
S15993,21,23.8,9.0,74.14,69.91,82.81,7.9,88682.24,17.48,85.3,7.3,3.87,Female,Reading/Writing,No,Yes,False,Medium,Some_College_No_Degree,Average,85.86,B,No
S15994,23,28.9,4.77,70.57,69.97,78.88,7.7,80586.88,12.66,111.8,17.3,4.1,Male,Visual,No,Yes,False,Medium,Some_College_No_Degree,Average,81.82,B-,Yes
S15995,22,33.5,12.12,82.24,83.46,92.34,7.6,139121.78,18.59,57.2,2.7,3.5,Male,Visual,Yes,Yes,True,Medium,Bachelors_Degree,Average,98.91,A,No
S15996,23,26.2,7.96,75.0,68.12,78.53,6.9,103906.16,15.58,97.5,17.2,3.63,Male,Visual,Yes,Yes,False,Medium,Associate_Degree,Average,85.34,B,No
S15997,18,18.8,11.11,51.69,57.3,58.75,7.9,62285.44,17.69,89.1,9.5,4.96,Male,Reading/Writing,No,Yes,False,High,High_School_Diploma,Average,74.24,C,Yes
S15998,26,7.6,7.0,68.64,65.85,72.24,9.1,127359.02,20.01,101.4,8.8,3.03,Female,Auditory,No,Yes,False,Medium,Associate_Degree,Excellent,86.09,B,No
S15999,26,22.0,7.55,73.3,79.27,83.26,6.7,126161.13,16.06,125.1,20.1,4.62,Male,Reading/Writing,No,Yes,False,Medium,Associate_Degree,Average,83.51,B,No
S16000,19,24.0,9.02,65.46,62.11,74.96,8.2,103491.1,17.86,146.4,10.6,3.92,Female,Reading/Writing,No,Yes,False,High,Associate_Degree,Excellent,77.6,C+,Yes
S16001,19,17.4,6.31,62.59,47.44,57.27,8.1,26110.77,12.95,121.9,11.4,4.65,Male,Reading/Writing,No,Yes,False,High,High_School_Diploma,Excellent,65.53,D,Yes
S16002,20,7.0,4.16,61.28,51.82,75.89,8.4,116661.42,16.63,127.0,8.8,3.87,Male,Auditory,No,Yes,False,High,Associate_Degree,Excellent,75.14,C,Yes
S16003,22,6.8,9.33,58.08,45.79,55.39,6.8,67952.95,16.53,166.3,16.2,5.09,Female,Auditory,No,Yes,False,High,High_School_Diploma,Average,66.0,D,Yes
S16004,21,32.1,12.11,74.24,79.38,88.74,7.2,125941.8,17.51,86.8,13.7,4.42,Female,Visual,No,Yes,True,High,Associate_Degree,Average,90.37,A-,No
S16005,25,21.0,11.93,81.97,77.29,87.37,8.2,126291.77,16.35,74.3,8.8,1.82,Female,Reading/Writing,Yes,Yes,False,Low,Associate_Degree,Excellent,91.48,A-,No
S16006,22,48.5,12.75,101.8,88.52,101.82,6.8,88585.76,14.85,61.3,5.4,4.01,Female,Kinesthetic,Yes,Yes,True,Medium,Some_College_No_Degree,Average,97.36,A,No
S16007,22,18.7,2.18,60.45,76.44,77.03,7.4,85390.24,19.58,89.0,13.8,4.28,Male,Reading/Writing,No,Yes,False,Medium,Some_College_No_Degree,Average,81.16,B-,Yes
S16008,23,27.5,10.25,67.41,73.98,70.08,6.8,108112.45,15.54,152.8,13.8,5.25,Female,Visual,No,Yes,False,High,Associate_Degree,Average,78.71,C+,Yes
S16009,20,38.9,18.79,85.54,72.8,84.87,6.1,106707.53,12.69,86.0,8.4,3.62,Female,Kinesthetic,Yes,Yes,True,Medium,Associate_Degree,Average,91.15,A-,No
S16010,23,14.2,6.98,67.02,65.41,75.49,6.9,148991.96,18.78,93.7,19.3,4.59,Female,Auditory,No,Yes,False,High,Bachelors_Degree,Average,84.0,B,No
S16011,26,34.3,10.75,93.32,81.4,97.12,4.5,81385.29,11.93,86.6,15.1,4.08,Female,Visual,Yes,Yes,True,Low,Some_College_No_Degree,Poor,88.01,B+,No
S16012,21,29.3,13.49,75.8,93.15,93.7,8.7,147996.0,23.2,39.2,-0.0,2.49,Female,Visual,Yes,Yes,True,Medium,Bachelors_Degree,Excellent,100.5,A,No
S16013,22,29.2,6.79,78.59,73.77,85.63,8.5,108497.55,14.38,99.0,11.8,1.93,Male,Visual,Yes,Yes,True,Low,Associate_Degree,Excellent,87.3,B+,No
S16014,24,27.9,4.98,75.54,78.57,82.26,7.2,107802.2,13.93,103.1,10.4,3.07,Male,Visual,Yes,Yes,True,Low,Associate_Degree,Average,88.4,B+,No
S16015,18,37.1,9.86,80.72,74.1,95.09,8.5,88015.73,15.86,48.9,11.6,2.66,Female,Kinesthetic,Yes,Yes,True,Medium,Some_College_No_Degree,Excellent,86.99,B,No
S16016,19,30.1,12.71,76.35,70.61,85.68,6.5,87235.63,14.59,56.0,14.5,3.42,Male,Visual,Yes,Yes,True,Medium,Some_College_No_Degree,Average,83.5,B,No
S16017,22,6.3,10.59,51.9,50.36,62.12,7.3,81631.02,16.24,106.2,17.6,4.54,Female,Auditory,No,Yes,False,High,Some_College_No_Degree,Average,73.2,C,Yes
S16018,23,34.8,9.1,73.49,74.04,72.77,4.5,88771.69,12.73,154.9,7.9,6.01,Female,Visual,No,Yes,False,High,Some_College_No_Degree,Poor,79.99,C+,Yes
S16019,22,18.8,8.23,72.22,61.68,77.56,8.4,97549.65,13.81,91.5,17.3,2.67,Female,Reading/Writing,No,Yes,False,Medium,Some_College_No_Degree,Excellent,79.09,C+,Yes
S16020,24,39.2,10.95,92.12,92.12,101.98,5.7,125461.81,14.36,47.7,14.9,3.33,Male,Kinesthetic,Yes,Yes,True,Low,Associate_Degree,Poor,96.88,A,No
S16021,22,19.5,8.8,77.31,59.47,81.73,7.6,85287.84,14.68,82.9,16.0,3.47,Female,Reading/Writing,Yes,Yes,False,Medium,Some_College_No_Degree,Average,81.45,B-,Yes
S16022,25,19.4,10.46,83.33,72.06,91.47,6.7,119029.28,16.86,74.7,10.6,2.99,Female,Reading/Writing,Yes,Yes,False,Low,Associate_Degree,Average,91.12,A-,No
S16023,24,24.6,11.35,74.66,75.99,86.52,6.1,148227.69,15.9,115.5,12.2,4.5,Female,Reading/Writing,No,Yes,False,Medium,Bachelors_Degree,Average,91.71,A-,No
S16024,20,25.0,14.3,78.86,67.63,84.87,7.4,110620.58,16.84,55.6,7.2,3.87,Male,Visual,Yes,Yes,True,Medium,Associate_Degree,Average,89.43,B+,No
S16025,22,16.4,9.98,76.14,65.38,87.24,9.4,127320.73,18.43,126.5,9.9,3.71,Male,Reading/Writing,Yes,Yes,False,Medium,Associate_Degree,Excellent,83.47,B,No
S16026,19,19.4,10.12,66.62,54.43,77.34,7.8,124252.07,12.79,93.1,16.1,4.39,Female,Reading/Writing,No,Yes,False,High,Associate_Degree,Average,81.26,B-,Yes
S16027,22,23.1,8.59,66.29,75.12,77.81,7.8,129588.12,16.67,62.8,16.4,3.94,Female,Reading/Writing,No,Yes,False,High,Associate_Degree,Average,86.96,B,No
S16028,23,25.0,12.79,81.75,82.08,92.93,7.8,147244.75,19.8,65.6,9.3,3.41,Female,Visual,Yes,Yes,True,Medium,Bachelors_Degree,Average,94.03,A,No
S16029,21,16.1,5.51,66.41,58.4,74.23,7.0,84702.46,15.49,106.1,15.2,4.06,Male,Reading/Writing,No,Yes,False,High,Some_College_No_Degree,Average,78.23,C+,Yes
S16030,22,14.3,9.94,67.98,56.64,73.63,7.6,129217.43,13.39,143.4,18.0,5.34,Male,Auditory,No,Yes,False,High,Associate_Degree,Average,74.36,C,Yes
S16031,24,28.9,7.72,87.44,79.47,92.93,7.3,138211.57,15.84,55.1,11.1,2.45,Female,Visual,Yes,Yes,True,Low,Bachelors_Degree,Average,95.27,A,No
S16032,24,33.8,7.88,79.79,77.64,83.95,6.7,81611.73,13.93,84.4,16.8,4.18,Male,Visual,Yes,Yes,True,Medium,Some_College_No_Degree,Average,85.65,B,No
S16033,22,30.6,11.81,91.96,70.88,91.63,7.8,89268.72,15.42,91.8,10.7,2.88,Male,Visual,Yes,Yes,True,Low,Some_College_No_Degree,Average,87.6,B+,No
S16034,18,19.8,12.34,57.29,47.28,53.16,8.1,85060.35,13.35,117.1,15.9,3.56,Male,Reading/Writing,No,Yes,False,High,Some_College_No_Degree,Excellent,73.49,C,Yes
S16035,23,18.6,8.89,78.27,68.51,85.22,7.6,81236.07,16.9,89.0,20.0,4.09,Male,Reading/Writing,Yes,Yes,False,Medium,Some_College_No_Degree,Average,79.33,C+,Yes
S16036,21,26.1,7.91,81.61,81.73,99.5,9.2,85548.71,20.17,34.0,4.8,1.71,Male,Visual,Yes,Yes,True,Low,Some_College_No_Degree,Excellent,90.83,A-,No
S16037,22,37.1,12.2,88.12,90.1,101.88,6.7,106821.86,17.83,37.3,10.2,3.28,Male,Kinesthetic,Yes,Yes,True,Medium,Associate_Degree,Average,95.84,A,No
S16038,22,34.7,9.73,87.48,75.48,90.15,9.2,96232.09,14.33,68.4,14.0,2.36,Male,Visual,Yes,Yes,True,Low,Some_College_No_Degree,Excellent,87.72,B+,No
S16039,25,14.4,2.94,67.63,68.96,74.41,7.4,91256.62,15.78,121.5,17.2,4.55,Male,Auditory,No,Yes,False,Medium,Some_College_No_Degree,Average,73.71,C,Yes
S16040,18,34.2,9.28,73.92,64.88,75.58,6.9,67243.73,13.15,79.0,9.5,4.28,Male,Visual,No,Yes,False,High,High_School_Diploma,Average,82.02,B-,Yes
S16041,21,26.7,10.76,76.45,70.41,92.99,7.4,140082.38,15.83,90.7,13.8,3.03,Female,Visual,Yes,Yes,True,Low,Bachelors_Degree,Average,90.39,A-,No
S16042,21,31.1,11.8,75.56,71.25,73.61,8.2,79753.68,13.85,92.7,11.2,2.88,Male,Visual,Yes,Yes,False,Medium,Some_College_No_Degree,Excellent,83.18,B,No
S16043,21,16.7,8.88,63.92,69.91,88.12,7.4,127341.09,20.38,98.6,15.5,4.35,Other,Reading/Writing,No,Yes,False,High,Associate_Degree,Average,85.15,B,No
S16044,19,31.2,10.15,76.56,64.81,81.51,8.6,91899.49,16.32,108.8,11.0,3.17,Male,Visual,Yes,Yes,True,Medium,Some_College_No_Degree,Excellent,83.95,B,No
S16045,21,19.5,12.59,62.24,57.26,65.65,7.2,92955.37,11.29,95.5,17.7,4.4,Male,Reading/Writing,No,Yes,False,High,Some_College_No_Degree,Average,74.67,C,Yes
S16046,23,28.7,9.95,78.06,77.45,88.52,6.9,90775.34,17.04,39.1,13.5,2.2,Male,Visual,Yes,Yes,True,Low,Some_College_No_Degree,Average,88.76,B+,No
S16047,24,23.7,10.12,75.28,75.77,78.34,6.6,123517.96,16.52,80.8,15.6,3.87,Female,Reading/Writing,Yes,Yes,False,Medium,Associate_Degree,Average,86.94,B,No
S16048,24,31.6,13.31,80.33,73.48,81.36,6.9,108260.28,12.02,98.1,16.3,4.16,Female,Visual,Yes,Yes,True,Medium,Associate_Degree,Average,86.71,B,No
S16049,26,34.2,10.21,91.73,99.15,102.0,5.9,146287.89,18.94,78.8,12.8,3.78,Male,Visual,Yes,Yes,True,Low,Bachelors_Degree,Poor,98.81,A,No
S16050,18,36.4,14.33,75.45,68.19,86.03,8.8,86960.3,15.56,51.2,8.7,2.95,Female,Kinesthetic,Yes,Yes,True,Medium,Some_College_No_Degree,Excellent,87.23,B+,No
S16051,22,26.9,7.53,70.3,69.28,75.17,8.8,76755.91,14.78,66.8,18.0,3.57,Male,Visual,No,Yes,False,Medium,Some_College_No_Degree,Excellent,81.26,B-,Yes
S16052,23,19.6,11.41,81.77,63.74,88.64,7.0,145285.33,16.04,108.3,17.6,3.95,Female,Reading/Writing,Yes,Yes,False,Medium,Bachelors_Degree,Average,88.01,B+,No
S16053,21,19.4,7.44,70.91,60.52,74.72,8.8,85727.89,17.19,91.6,13.4,2.87,Male,Reading/Writing,No,Yes,False,Medium,Some_College_No_Degree,Excellent,81.08,B-,Yes
S16054,22,25.0,9.55,73.37,71.55,82.78,5.4,97746.84,16.33,97.9,16.1,5.04,Male,Visual,No,Yes,True,Medium,Some_College_No_Degree,Poor,83.29,B,No
S16055,23,25.0,8.08,69.08,70.2,74.26,7.1,115728.13,13.39,142.8,9.1,5.36,Female,Visual,No,Yes,False,High,Associate_Degree,Average,79.95,C+,Yes
S16056,21,31.9,9.36,75.4,81.6,87.9,8.3,125711.17,16.13,92.4,5.8,2.89,Male,Visual,Yes,Yes,True,Medium,Associate_Degree,Excellent,91.65,A-,No
S16057,24,32.0,6.86,78.43,74.42,78.06,6.8,75646.65,12.53,98.3,14.8,4.09,Female,Visual,Yes,Yes,False,Medium,Some_College_No_Degree,Average,84.08,B,No
S16058,22,28.2,9.3,81.74,70.58,88.22,7.1,83581.29,14.06,67.1,11.9,2.78,Female,Visual,Yes,Yes,True,Low,Some_College_No_Degree,Average,85.69,B,No
S16059,24,26.4,6.13,84.28,73.59,80.36,8.7,122004.07,15.57,122.3,8.5,2.16,Female,Visual,Yes,Yes,True,Low,Associate_Degree,Excellent,86.52,B,No
S16060,23,23.9,5.22,75.0,70.53,79.18,7.7,34639.13,17.19,89.6,12.9,3.86,Female,Reading/Writing,Yes,Yes,False,Medium,High_School_Diploma,Average,79.72,C+,Yes
S16061,22,25.9,9.67,78.88,72.37,86.67,8.7,95967.73,15.36,103.0,12.1,1.97,Male,Visual,Yes,Yes,True,Low,Some_College_No_Degree,Excellent,84.16,B,No
S16062,24,26.0,10.3,78.53,74.95,80.63,5.6,97098.77,15.94,79.5,18.7,3.54,Male,Visual,Yes,Yes,True,Low,Some_College_No_Degree,Poor,83.44,B,No
S16063,25,18.7,8.04,77.91,79.28,90.09,6.3,112479.66,16.93,28.8,14.7,1.71,Female,Reading/Writing,Yes,Yes,False,Low,Associate_Degree,Average,89.76,B+,No
S16064,22,38.8,8.63,87.08,85.68,92.67,8.9,110157.87,17.03,75.2,9.2,2.09,Male,Kinesthetic,Yes,Yes,True,Low,Associate_Degree,Excellent,94.04,A,No
S16065,20,29.7,11.35,73.05,62.32,75.68,8.0,60421.56,12.73,108.2,14.3,3.89,Male,Visual,No,Yes,False,Medium,High_School_Diploma,Average,78.72,C+,Yes
S16066,20,22.7,11.92,78.47,60.25,88.82,7.5,80127.24,14.71,75.4,8.2,4.06,Male,Reading/Writing,Yes,Yes,False,Medium,Some_College_No_Degree,Average,85.35,B,No
S16067,20,29.5,16.91,69.44,76.16,76.31,7.4,119710.47,18.06,78.6,9.0,4.37,Female,Visual,No,Yes,False,High,Associate_Degree,Average,87.1,B+,No
S16068,22,33.0,10.97,81.9,76.98,96.72,6.6,111313.07,15.16,69.8,18.4,3.93,Male,Visual,Yes,Yes,True,Medium,Associate_Degree,Average,89.35,B+,No
S16069,23,30.4,9.82,83.23,71.32,89.58,6.0,74458.25,13.83,98.6,18.4,3.98,Female,Visual,Yes,Yes,True,Medium,Some_College_No_Degree,Average,82.37,B-,Yes
S16070,24,31.9,9.99,89.89,89.16,99.67,8.1,86904.41,16.89,38.3,9.4,1.23,Female,Visual,Yes,Yes,True,Low,Some_College_No_Degree,Excellent,91.63,A-,No
S16071,20,18.1,11.94,63.43,60.35,61.74,6.8,96694.59,17.64,124.9,12.9,4.87,Male,Reading/Writing,No,Yes,False,High,Some_College_No_Degree,Average,72.57,C-,Yes
S16072,21,22.5,12.54,77.05,73.39,83.42,6.7,114698.14,18.53,94.5,6.8,3.64,Female,Reading/Writing,Yes,Yes,False,Medium,Associate_Degree,Average,87.49,B+,No
S16073,19,39.9,13.29,88.55,76.23,101.74,6.8,104085.2,16.49,31.9,8.5,2.78,Male,Kinesthetic,Yes,Yes,True,Medium,Associate_Degree,Average,96.75,A,No
S16074,24,23.3,6.96,70.13,77.08,86.82,6.8,75399.8,13.99,74.4,15.0,4.38,Female,Reading/Writing,No,Yes,False,Medium,Some_College_No_Degree,Average,83.0,B,No
S16075,22,23.7,10.91,76.82,75.02,87.07,7.1,106233.52,19.24,80.0,9.3,3.98,Other,Reading/Writing,Yes,Yes,False,Medium,Associate_Degree,Average,88.89,B+,No
S16076,19,28.3,13.88,66.56,62.7,70.16,7.4,50469.1,15.0,49.2,15.3,3.86,Male,Visual,No,Yes,False,High,High_School_Diploma,Average,78.88,C+,Yes
S16077,22,30.5,14.1,83.08,77.72,82.57,7.3,105976.93,16.8,57.8,12.5,3.59,Male,Visual,Yes,Yes,True,Medium,Associate_Degree,Average,88.88,B+,No
S16078,18,25.6,13.9,62.31,64.5,69.42,7.2,82235.73,18.45,98.8,10.5,4.99,Female,Visual,No,Yes,False,High,Some_College_No_Degree,Average,78.67,C+,Yes
S16079,22,29.1,14.19,83.08,76.68,91.21,6.2,112748.56,15.83,60.4,15.4,3.57,Male,Visual,Yes,Yes,True,Medium,Associate_Degree,Average,88.67,B+,No
S16080,22,30.2,11.32,72.5,70.94,68.66,6.2,58446.69,14.16,120.4,6.1,5.31,Female,Visual,No,Yes,False,High,High_School_Diploma,Average,76.79,C,Yes
S16081,22,33.4,10.3,90.67,74.83,97.82,7.0,99417.07,16.41,77.4,11.4,2.87,Female,Visual,Yes,Yes,True,Low,Some_College_No_Degree,Average,90.52,A-,No
S16082,25,6.8,3.34,60.15,51.98,68.02,8.2,89482.53,12.01,119.3,25.5,2.73,Male,Auditory,No,Yes,False,Medium,Some_College_No_Degree,Excellent,72.5,C-,Yes
S16083,21,18.8,8.56,69.93,53.87,72.04,8.4,61532.2,12.8,126.0,13.5,4.05,Female,Reading/Writing,No,Yes,False,High,High_School_Diploma,Excellent,69.63,D,Yes
S16084,26,18.6,9.24,76.49,68.2,74.55,5.7,135424.49,16.73,163.5,16.5,4.28,Female,Reading/Writing,Yes,Yes,False,Low,Bachelors_Degree,Poor,81.07,B-,Yes
S16085,22,24.8,10.39,74.37,61.0,70.82,6.9,84068.88,15.12,126.2,14.3,4.14,Female,Reading/Writing,No,Yes,False,Medium,Some_College_No_Degree,Average,75.52,C,Yes
S16086,21,25.2,11.01,77.57,70.58,82.5,8.8,118836.27,17.24,129.3,3.6,2.61,Male,Visual,Yes,Yes,True,Low,Associate_Degree,Excellent,86.97,B,No
S16087,27,28.6,9.46,93.42,85.52,95.01,7.3,141177.05,16.04,80.3,12.7,3.2,Male,Visual,Yes,Yes,True,Low,Bachelors_Degree,Average,95.66,A,No
S16088,20,27.6,11.27,69.37,79.33,78.77,8.8,132244.15,17.49,56.0,6.6,3.19,Male,Visual,No,Yes,False,High,Bachelors_Degree,Excellent,91.96,A-,No
S16089,24,33.7,11.46,88.53,92.81,95.01,8.4,119216.66,19.48,55.9,6.6,1.2,Female,Visual,Yes,Yes,True,Low,Associate_Degree,Excellent,95.01,A,No
S16090,21,24.6,10.95,72.43,65.85,79.84,7.7,76234.57,15.34,75.2,16.7,3.75,Female,Reading/Writing,No,Yes,False,Medium,Some_College_No_Degree,Average,80.68,B-,Yes
S16091,23,29.7,9.86,78.74,75.84,87.95,5.2,98892.19,15.66,108.9,13.7,3.91,Male,Visual,Yes,Yes,True,Low,Some_College_No_Degree,Poor,85.8,B,No
S16092,22,24.2,8.92,76.57,66.51,77.98,7.9,74237.95,12.03,112.4,11.2,3.52,Female,Reading/Writing,Yes,Yes,False,Medium,Some_College_No_Degree,Average,79.29,C+,Yes
S16093,23,31.9,6.87,81.41,68.74,83.14,6.0,95332.98,11.64,91.1,18.4,4.02,Female,Visual,Yes,Yes,True,Medium,Some_College_No_Degree,Average,83.61,B,No
S16094,23,20.9,7.48,70.95,69.7,82.12,7.5,146142.83,14.98,109.7,9.8,3.85,Female,Reading/Writing,No,Yes,False,Medium,Bachelors_Degree,Average,89.9,B+,No
S16095,21,21.0,11.88,75.74,69.47,92.37,7.2,112333.25,17.42,36.1,14.3,3.4,Female,Reading/Writing,Yes,Yes,False,Medium,Associate_Degree,Average,88.09,B+,No
S16096,24,29.9,12.69,85.51,77.48,87.83,6.9,102830.72,15.89,90.4,8.6,2.89,Male,Visual,Yes,Yes,True,Low,Associate_Degree,Average,91.46,A-,No
S16097,22,21.9,9.39,67.94,66.66,77.6,5.2,58953.11,16.04,73.1,12.0,5.46,Female,Reading/Writing,No,Yes,False,High,High_School_Diploma,Poor,81.48,B-,Yes
S16098,20,36.3,9.76,71.15,72.5,77.46,6.4,75024.13,13.24,88.7,16.8,4.45,Male,Kinesthetic,No,Yes,False,High,Some_College_No_Degree,Average,82.15,B-,Yes
S16099,25,22.3,7.56,82.1,73.36,81.54,8.2,132522.34,17.1,134.8,16.7,2.84,Female,Reading/Writing,Yes,Yes,False,Low,Bachelors_Degree,Excellent,85.97,B,No
S16100,21,22.3,12.74,76.01,73.58,84.42,7.6,81314.75,19.76,44.6,7.2,3.25,Male,Reading/Writing,Yes,Yes,False,Medium,Some_College_No_Degree,Average,86.26,B,No
S16101,22,18.1,15.63,82.74,58.9,81.95,7.4,91882.09,15.9,68.0,12.8,4.11,Female,Reading/Writing,Yes,Yes,False,Medium,Some_College_No_Degree,Average,82.95,B-,Yes
S16102,24,5.0,7.13,70.76,52.91,69.55,10.0,148677.36,16.77,131.7,18.1,3.52,Female,Auditory,No,Yes,False,Medium,Bachelors_Degree,Excellent,75.35,C,Yes
S16103,21,19.0,6.86,63.55,66.62,76.92,7.5,110506.73,16.31,94.9,13.0,4.4,Male,Reading/Writing,No,Yes,False,High,Associate_Degree,Average,83.47,B,No
S16104,20,38.9,14.39,91.1,74.78,90.62,8.5,88738.75,15.82,66.2,8.8,3.41,Female,Kinesthetic,Yes,Yes,True,Medium,Some_College_No_Degree,Excellent,90.1,A-,No
S16105,22,14.0,0.0,60.42,60.74,68.3,8.5,60696.51,16.44,111.2,13.6,3.47,Male,Auditory,No,Yes,False,High,High_School_Diploma,Excellent,75.52,C,Yes
S16106,23,21.4,9.48,76.71,65.33,85.96,6.5,102308.27,13.73,116.4,16.8,3.95,Female,Reading/Writing,Yes,Yes,False,Medium,Associate_Degree,Average,83.66,B,No
S16107,22,14.9,9.67,70.77,55.35,70.61,8.0,97351.3,15.62,124.0,14.8,4.34,Male,Auditory,No,Yes,False,Medium,Some_College_No_Degree,Average,72.62,C-,Yes
S16108,25,13.7,5.88,77.81,61.54,81.04,6.4,118517.3,15.56,99.0,19.3,3.02,Male,Auditory,Yes,Yes,False,Low,Associate_Degree,Average,83.46,B,No
S16109,21,24.0,12.56,71.51,68.04,75.66,6.3,110108.47,17.08,76.2,11.3,4.02,Female,Reading/Writing,No,Yes,False,Medium,Associate_Degree,Average,86.4,B,No
